股票代码,股票名称,市场板块,所属级别,形态名称,形态英文,信号方向,出现日期,信号强度,放量倍数,现价,涨跌幅%,近一年涨停次数,多级别共振
688056,莱伯泰科,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,6.28,64.55,101.78,1,是
301234,五洲医疗,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.51,65.89,100.33,5,是
300615,欣天科技,创业,周线,启明星,Morning Star,看涨,2026-08-07,100,2.75,17.19,97.81,4,否
688137,近岸蛋白,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,2.81,69.58,97.5,2,是
600664,哈药股份,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,6.31,5.89,96.99,12,是
600397,江钨装备,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.93,27.23,95.34,20,是
301611,珂玛科技,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.41,180.07,94.59,1,是
300534,陇神戎发,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,5.19,13.73,93.93,4,是
600578,京能电力,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-05-29,100,6.03,9.38,92.21,10,是
300795,米奥会展,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,4.41,16.44,92.06,5,是
300671,富满微,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.92,86.16,91.68,1,否
301396,宏景科技,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,99.1,1.59,331.6,88.62,9,否
301072,中捷精工,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,3.13,41.01,86.41,0,是
603650,彤程新材,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.49,97.98,85.99,7,是
603318,水发燃气,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-04-30,100,3.57,14.26,81.19,16,是
603929,亚翔集成,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.98,272.02,79.91,27,是
688073,毕得医药,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,2.07,83.34,76.46,2,否
002552,宝鼎科技,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.07,60.65,73.04,22,是
003032,传智教育,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.9,8.81,71.07,9,是
300996,普联软件,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.55,18.62,70.98,2,否
002972,科安达,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,3,19.56,68.19,1,是
600272,开开实业,上证,月线,启明星,Morning Star,看涨,2026-08-14,100,1.52,17.6,68.1,8,是
688693,锴威特,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.43,93.38,67.5,4,是
688689,银河微电,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.15,64.72,67.02,0,是
688376,美埃科技,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.02,116.3,66.81,3,否
688332,中科蓝讯,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.84,157.5,66.72,1,是
301251,威尔高,创业,周线,启明星,Morning Star,看涨,2026-08-07,100,1.76,46.58,65.41,3,否
688106,金宏气体,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,3.68,41.48,64.86,1,是
002515,金字火腿,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.87,10.01,62.5,9,是
002631,德尔未来,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.81,11.29,61.52,12,否
300663,科蓝软件,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.33,10.62,59.46,1,否
300663,科蓝软件,创业,月线,启明星,Morning Star,看涨,2026-07-31,100,2.33,10.62,59.46,1,否
002141,贤丰控股,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,3.93,5.26,58.91,18,是
002068,黑猫股份,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.14,15.03,58.88,8,否
301230,泓博医药,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.64,38.59,57.9,2,是
605365,立达信,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-04-30,100,2.9,29.47,57.51,7,是
688012,中微公司,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.61,468.5,57.38,0,否
002792,通宇通讯,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.82,37.19,56.52,23,是
300684,中石科技,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.38,67.36,55.53,2,是
300903,科翔股份,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.35,72.33,54.62,5,是
605068,明新旭腾,上证,周线,启明星,Morning Star,看涨,2026-07-31,100,2.9,21.69,54.27,10,否
600683,京投发展,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,89.2,0.51,11.64,54.17,25,否
603330,天洋新材,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.79,10.68,54.11,11,是
688502,茂莱光学,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.67,693.6,53.45,1,是
002792,通宇通讯,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.81,36.34,52.95,23,是
300720,海川智能,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.06,96.2,52.7,2,是
000802,北京文化,深证,月线,启明星,Morning Star,看涨,2026-08-14,100,1.97,5.92,52.58,7,否
603823,百合花,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.9,70.99,51.69,20,是
000032,深桑达Ａ,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.27,24.95,51.49,6,否
600988,赤峰黄金,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.46,39.56,50.3,6,否
600141,兴发集团,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,3.22,46.97,50.26,4,是
300985,致远新能,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,92,0.68,42.05,49.8,2,否
688115,思林杰,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.76,82.25,49.55,1,是
300720,海川智能,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.5,75.95,49.51,2,是
605179,一鸣食品,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.8,19.37,49,10,否
688530,欧莱新材,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,91.7,1.43,61.55,49,3,否
002842,翔鹭钨业,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.33,48.2,48.95,23,否
688202,美迪西,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.09,108.76,48.54,0,是
300795,米奥会展,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,7.1,16.44,48.51,5,是
688378,奥来德,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.52,62,48.5,1,否
301297,富乐德,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.79,61.24,48.46,0,是
301209,联合化学,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.03,58.45,47.97,1,是
688549,中巨芯,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.57,28.77,47.31,4,否
000676,智度股份,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.67,7.49,46.58,7,是
000676,智度股份,深证,月线,启明星,Morning Star,看涨,2026-07-31,100,2.67,7.49,46.58,7,是
300540,蜀道装备,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.61,37.9,46.56,5,否
300435,中泰股份,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.76,27.07,46.4,1,是
603813,原尚股份,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-04-30,100,0.72,37,46.07,2,是
300497,富祥股份,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.06,22.16,44.84,2,是
603439,三力制药,上证,月线,启明星,Morning Star,看涨,2026-05-29,100,2.93,16.28,44.71,2,是
688503,聚和材料,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.73,132.7,44.55,1,是
600903,贵州燃气,上证,月线,启明星,Morning Star,看涨,2026-05-29,100,4.83,9.35,44.51,7,是
603020,爱普股份,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.59,14.1,44.32,8,否
002827,高争民爆,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.3,34.6,44.29,8,否
300236,上海新阳,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.74,131.5,44.22,0,是
600882,妙可蓝多,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.88,23.03,44.03,0,否
603261,立航科技,上证,月线,启明星,Morning Star,看涨,2026-06-30,100,1.18,49.95,44.03,7,否
300981,中红医疗,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.94,14.79,44.01,2,否
688026,洁特生物,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.22,18.19,43.91,0,是
688190,云路股份,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-05-29,100,3.39,116.88,43.78,0,是
688105,诺唯赞,科创,月线,启明星,Morning Star,看涨,2026-08-14,100,3.26,24.97,43.34,0,是
688110,东芯股份,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.32,203.7,43.29,5,是
688380,中微半导,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.52,65.91,43.28,2,是
001267,汇绿生态,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.06,42.69,43.16,25,否
002879,长缆科技,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-24,100,2.84,18.05,43.03,10,否
600801,华新建材,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.59,22.3,42.95,2,是
001331,胜通能源,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.49,55.47,42.52,27,否
603690,至纯科技,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.84,35.4,42.05,6,是
301678,新恒汇,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.25,78.84,42.03,0,是
300857,协创数据,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.77,339.9,41.83,1,否
002081,金 螳 螂,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.93,5.29,41.82,18,否
300334,津膜科技,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,4.99,10.42,41.77,1,否
300814,中富电路,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,96.2,1.17,141.99,41.75,3,是
601168,西部矿业,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.75,38.44,41.64,2,否
688020,方邦股份,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.13,146.16,41.53,3,否
688300,联瑞新材,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.54,151.7,41.35,1,否
301520,万邦医药,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,13.89,45.91,41.26,5,是
001696,宗申动力,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.9,20.81,41.18,5,是
002643,万润股份,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.59,20.95,41.08,3,是
605178,时空科技,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,0.94,94.82,41.08,19,否
300363,博腾股份,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.35,21.87,40.73,1,是
002297,博云新材,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.66,28.99,40.66,13,否
002379,宏桥控股,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.81,20.77,40.62,4,否
002913,奥士康,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.11,55.42,40.52,12,是
688432,有研硅,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,2.1,41,40.51,5,是
300620,光库科技,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,99.6,1.1,288.08,40.32,4,否
301217,铜冠铜箔,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.18,115.81,40.17,3,否
688603,天承科技,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,91.5,1.12,117.3,40.09,4,否
600601,方正科技,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.35,12.87,40.04,16,否
688222,成都先导,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.82,38.64,39.95,0,否
688369,致远互联,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.71,22,39.68,0,否
688369,致远互联,科创,周线,启明星,Morning Star,看涨,2026-07-31,100,1.71,22,39.68,0,否
002579,中京电子,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.15,15.15,39.63,13,否
300765,石药创新,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.7,38.02,39.63,0,是
300209,行云科技,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,2.15,38.93,39.53,6,否
300545,联得装备,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.05,46.2,39.37,2,否
301392,汇成真空,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,82.6,1.17,175.68,39.27,1,否
300083,创世纪,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.23,14.48,39.1,1,是
688195,腾景科技,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.27,150.14,38.95,6,否
688585,上纬新材,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.33,157.48,38.87,5,否
688519,南亚新材,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.16,302.55,38.78,2,是
301319,唯特偶,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.93,119.63,38.75,3,否
688260,昀冢科技,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.66,100.08,38.6,9,否
600330,天通股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.91,23.01,38.53,26,是
300649,杭州园林,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,80.6,1.12,24.41,38.38,1,否
300894,火星人,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.79,12.56,38.33,2,是
002549,凯美特气,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,90.5,0.89,21.05,38.3,13,否
603773,沃格光电,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,89.6,0.63,95.07,38.18,28,否
688090,瑞松科技,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.82,69.2,38.12,2,是
600186,莲花控股,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.31,14,37.93,17,是
000975,山金国际,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.33,23.38,37.53,2,否
002687,乔治白,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.34,6.54,37.39,5,是
301511,德福科技,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.11,90.9,37.1,1,是
002057,中钢天源,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.17,12.43,36.89,4,否
300246,宝莱特,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,99.8,1.42,19.26,36.89,2,否
688662,富信科技,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.75,90.5,36.85,6,否
300586,美联新材,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.69,15.64,36.83,0,否
002971,和远气体,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.97,45.38,36.52,19,是
600844,金煤科技,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.07,3.3,36.36,9,否
600206,有研新材,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,84.9,1.12,48.17,36.11,13,否
600228,返利科技,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.46,7.74,36.03,7,是
600392,盛和资源,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.86,29.77,36,5,是
000100,TCL科技,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,3.42,5.82,35.98,3,否
301529,福赛科技,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.66,103.13,35.95,3,是
301115,联检科技,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.09,30.88,35.92,1,是
000970,中科三环,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.86,15.19,35.87,5,是
688095,福昕软件,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.89,67.03,35.83,3,否
002552,宝鼎科技,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.86,47.6,35.81,22,是
300939,秋田微,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.68,61.79,35.8,1,是
688661,和林微纳,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.34,158.98,35.65,4,是
688433,华曙高科,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.51,94.8,35.62,1,是
688808,联讯仪器,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.79,2220,35.37,1,是
000936,华西股份,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.44,6.97,35.34,7,是
300394,天孚通信,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.61,230.68,34.89,1,是
300331,苏大维格,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.59,71.11,34.83,2,是
600207,安彩高科,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-05-29,100,1.98,7.53,34.7,6,是
002432,九安医疗,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,1.01,79.2,34.69,18,是
002248,华东数控,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.83,11.78,34.63,10,是
301419,阿莱德,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,3.16,51.59,34.63,3,是
001317,三羊马,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.91,53.26,34.56,9,是
301257,普蕊斯,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.15,52.26,34.48,2,是
688114,华大智造,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.31,67,34.48,0,否
300825,阿尔特,创业,月线,启明星,Morning Star,看涨,2026-05-29,100,1.96,13.21,34.38,0,是
300227,光韵达,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.55,12.19,34.25,0,是
300364,中文在线,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,97.7,1.21,24.83,34.14,5,否
603887,城地香江,上证,月线,启明星,Morning Star,看涨,2026-08-14,100,0.48,11.92,34.08,5,是
603236,移远通信,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.68,60.69,34.03,4,是
600227,赤天化,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.33,3.27,34.02,19,否
300083,创世纪,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.65,13.95,34.01,1,是
301080,百普赛斯,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,2.01,64.75,33.84,2,是
601208,东材科技,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,99.2,1.11,45.94,33.82,20,是
688661,和林微纳,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.33,108.57,33.58,4,是
688508,芯朋微,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.24,86.94,33.57,0,否
603156,养元饮品,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,92,0.95,51.7,33.49,10,否
688582,芯动联科,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.56,65,33.47,0,否
600756,浪潮软件,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.59,16.33,33.42,8,是
688432,有研硅,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,2.01,38.93,33.41,5,是
688433,华曙高科,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.04,93.1,33.19,1,是
301326,捷邦科技,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.41,105.01,33.13,1,否
605388,均瑶健康,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.53,6.21,32.98,7,否
688143,长盈通,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.31,112.29,32.89,1,是
603124,江南新材,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,99.7,1.95,141.66,32.75,14,否
688721,龙图光罩,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.41,58.38,32.74,0,是
000948,南天信息,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.54,15.78,32.72,2,是
002805,丰元股份,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.49,28.59,32.67,16,否
301535,浙江华远,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-24,100,2.21,16.41,32.66,0,否
301230,泓博医药,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.67,32.42,32.65,2,是
301230,泓博医药,创业,周线,启明星,Morning Star,看涨,2026-08-07,100,1.67,32.42,32.65,2,是
301201,诚达药业,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.18,36.77,32.55,2,是
300592,华凯易佰,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,92.2,2.15,17.15,32.53,2,否
605189,富春染织,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,6.19,15.97,32.53,9,是
600183,生益科技,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,93.4,1.09,139.98,32.51,15,否
603186,华正新材,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,87.6,1.15,143,32.42,18,否
002973,侨银股份,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.85,11.88,32.29,3,是
688028,沃尔德,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.19,155.87,32.23,2,否
301333,诺思格,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.93,62.37,32.14,2,是
688629,华丰科技,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.28,187.51,32.11,1,是
300916,朗特智能,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.06,25.3,31.98,1,是
300749,顶固集创,创业,周线,启明星,Morning Star,看涨,2026-08-07,100,0.65,22.1,31.63,4,是
603039,泛微网络,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.23,37.42,31.53,6,是
603039,泛微网络,上证,周线,启明星,Morning Star,看涨,2026-07-31,100,1.23,37.42,31.53,6,是
300481,濮阳惠成,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,3.09,19.02,31.44,2,是
688059,华锐精密,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,2.04,95.04,31.42,0,否
300214,日科化学,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-26,100,1.06,10.25,31.41,3,是
603198,迎驾贡酒,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.36,38.87,31.32,2,是
688653,康希通信,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.49,14.22,31.3,0,否
688630,芯碁微装,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,81.2,1.1,426.99,31.29,1,否
002080,中材科技,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.24,56.56,31.11,19,是
601899,紫金矿业,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.55,32.95,31.07,1,否
600123,兰花科创,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.31,6.99,30.9,0,是
603171,税友股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.68,45.62,30.72,9,否
603171,税友股份,上证,周线,启明星,Morning Star,看涨,2026-07-31,100,1.68,45.62,30.72,9,否
603201,常润股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,2.79,17.83,30.72,4,否
002303,美盈森,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.7,4.3,30.7,6,否
300024,机器人,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.4,19.33,30.7,0,是
603228,景旺电子,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.23,94.95,30.61,13,是
603211,晋拓股份,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.28,35.51,30.55,12,否
000551,创元科技,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.78,20.63,30.4,8,是
301176,逸豪新材,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.2,49.8,30.4,5,是
688813,泰金新能,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,93.7,0.87,128.99,30.29,4,否
688668,鼎通科技,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,86.4,1.13,247.9,30.28,4,否
688371,菲沃泰,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.96,28.58,30.21,2,是
688199,久日新材,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.77,34.53,30.15,1,否
300894,火星人,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.75,11.53,30.14,2,是
300672,国科微,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,89,1.09,168.48,30.1,0,否
000050,深天马Ａ,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,3.37,9.91,30.05,1,是
301628,强达电路,创业,月线,启明星,Morning Star,看涨,2026-05-29,100,1.61,136.45,30.05,1,是
688456,有研粉材,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,94.2,1.47,85.9,30.03,2,否
603687,大胜达,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2.85,20.29,29.98,15,否
002990,盛视科技,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,93.4,1.26,52.82,29.97,16,否
