股票代码,股票名称,市场板块,所属级别,形态名称,形态英文,信号方向,出现日期,信号强度,放量倍数,现价,涨跌幅%,近一年涨停次数,多级别共振
001389,广合科技,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,84.3,0.93,169.8,19.73,14,否
002647,仁东控股,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,96.8,1.15,9.71,19.73,7,是
300454,深信服,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.49,119.71,19.65,2,是
000721,西安饮食,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.95,6.65,19.6,2,是
002907,华森制药,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.39,15.26,19.59,3,是
300103,达刚控股,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,90.9,0.32,7.88,19.58,1,否
600750,华润江中,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.89,26.39,19.57,0,是
603486,科沃斯,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.2,60.67,19.55,1,是
001269,欧晶科技,深证,月线,启明星,Morning Star,看涨,2026-05-29,100,1.18,25.77,19.53,7,是
600499,科达制造,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.58,16.49,19.49,3,是
603297,永新光学,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.01,105.16,19.49,7,否
000668,荣丰控股,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.7,23.12,19.48,4,是
688590,新致软件,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.71,13.13,19.47,0,否
300558,贝达药业,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.85,68.69,19.46,0,是
688338,赛科希德,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.7,30.88,19.46,0,是
600366,宁波韵升,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.46,14.68,19.45,2,否
002718,友邦吊顶,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-04-30,100,0.75,72.38,19.44,18,是
688521,芯原股份,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,81.9,0.84,230.5,19.43,2,否
002012,凯恩股份,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.04,6.58,19.42,5,是
002281,光迅科技,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,82.7,0.9,193.04,19.42,14,否
603928,兴业股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,2.5,12.67,19.42,11,否
688156,路德科技,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.8,30.25,19.42,0,否
000517,荣安地产,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.93,1.97,19.39,4,是
300684,中石科技,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.01,51.7,19.37,2,是
301611,珂玛科技,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,99.1,1.01,100.94,19.31,1,是
002173,创新医疗,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.15,19.54,19.29,16,是
300077,国民技术,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.03,19.31,19.27,0,是
601699,潞安环能,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-04-30,99.7,0.99,16.16,19.26,3,否
605588,冠石科技,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.18,67.17,19.26,7,否
300961,深水海纳,创业,周线,启明星,Morning Star,看涨,2026-08-07,100,0.75,11.83,19.25,1,否
002703,浙江世宝,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.06,14.57,19.23,14,是
002274,华昌化工,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.78,5.52,19.22,2,是
300321,同大股份,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.94,34.36,19.22,1,是
688625,呈和科技,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,85.6,1.17,60.08,19.21,1,否
002992,宝明科技,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.2,37.5,19.2,3,否
688620,安凯微,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.58,15.52,19.2,0,是
002194,武汉凡谷,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.72,10.45,19.16,9,是
000426,兴业银锡,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.7,37.89,19.15,7,是
002121,科陆电子,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-05-29,100,1.02,8.28,19.14,3,是
300404,博济医药,创业,周线,启明星,Morning Star,看涨,2026-08-07,100,1.97,10.9,19.13,4,否
003036,泰坦股份,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.88,53.66,19.11,24,是
002969,嘉美包装,深证,周线,启明星,Morning Star,看涨,2026-07-31,100,1.74,12.41,19.1,25,否
605006,山东玻纤,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.86,15.09,19.1,18,否
688758,赛分科技,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.41,22.01,19.1,0,是
003013,地铁设计,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,3.02,17.28,19.09,1,是
600829,人民同泰,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.32,9.24,19.07,13,是
300821,东岳硅材,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,91.9,0.96,16.99,19.06,3,否
603650,彤程新材,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,95.4,1.13,64.52,19.06,7,是
603663,三祥新材,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,89.7,1.81,40.12,19.05,15,否
688001,华兴源创,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,97.1,0.79,51.39,19.01,3,是
002632,道明光学,深证,周线,启明星,Morning Star,看涨,2026-07-17,100,1.78,10.59,18.99,11,是
600702,舍得酒业,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.98,38.78,18.99,4,是
603337,杰克科技,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.4,43.11,18.99,4,否
000596,古井贡酒,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.71,94.95,18.98,3,是
300989,蕾奥规划,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.89,13.92,18.97,0,否
300875,捷强装备,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-24,100,1.54,32.81,18.96,0,是
300935,盈建科,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.77,25.29,18.96,1,是
300935,盈建科,创业,周线,启明星,Morning Star,看涨,2026-07-31,100,1.77,25.29,18.96,1,是
600619,海立股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.49,14.31,18.95,7,否
600619,海立股份,上证,周线,启明星,Morning Star,看涨,2026-07-31,100,1.49,14.31,18.95,7,否
605198,安德利,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.72,67.75,18.94,7,是
002657,中科金财,深证,周线,启明星,Morning Star,看涨,2026-07-31,100,1.41,15.79,18.9,6,是
300900,广联航空,创业,周线,启明星,Morning Star,看涨,2026-08-07,100,0.65,25.06,18.88,2,否
300740,水羊股份,创业,周线,启明星,Morning Star,看涨,2026-07-31,100,2.64,20.22,18.87,1,是
300486,东杰智能,创业,周线,启明星,Morning Star,看涨,2026-08-07,100,0.79,20.43,18.85,6,是
301211,亨迪药业,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.66,12.18,18.83,1,是
603983,丸美生物,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.16,28.14,18.83,2,是
300785,值得买,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,87.2,1.03,38.2,18.82,3,否
603051,鹿山新材,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.4,21.73,18.81,5,是
603051,鹿山新材,上证,月线,启明星,Morning Star,看涨,2026-08-14,100,0.4,21.73,18.81,5,是
688035,德邦科技,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,86.6,0.72,64.4,18.8,1,否
301353,普莱得,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.77,19.28,18.79,0,否
688212,澳华内镜,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.08,32.37,18.79,0,是
603365,水星家纺,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.06,18.49,18.75,1,是
301419,阿莱德,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.59,32,18.74,3,是
688117,圣诺生物,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.81,27.03,18.71,0,是
000708,中信特钢,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.03,14.98,18.7,0,是
600285,羚锐制药,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.72,23,18.68,0,否
000517,荣安地产,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.11,1.97,18.67,4,是
002668,TCL智家,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.3,11.08,18.63,0,否
688669,聚石化学,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,79.5,1.04,69.5,18.6,1,否
300051,琏升科技,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,1.22,8.94,18.57,3,是
300920,润阳科技,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.74,32,18.56,0,是
300920,润阳科技,创业,周线,启明星,Morning Star,看涨,2026-08-07,100,0.74,32,18.56,0,是
300136,信维通信,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,87.5,0.8,68.12,18.51,0,否
300250,初灵信息,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,3.25,15.43,18.51,4,否
300250,初灵信息,创业,周线,启明星,Morning Star,看涨,2026-07-31,100,3.25,15.43,18.51,4,否
688135,利扬芯片,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,95.4,0.8,24.9,18.51,3,否
600498,烽火通信,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,87.1,0.86,39.21,18.5,10,否
301365,矩阵股份,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.33,43.41,18.48,1,否
688409,富创精密,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,89.4,1.5,195.51,18.48,2,否
300201,海伦哲,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.73,15.93,18.44,0,否
002301,齐心集团,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.3,7.84,18.43,6,是
688087,英科再生,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,99.2,1.15,39.58,18.43,0,否
603110,东方材料,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.53,25.22,18.4,5,否
603181,皇马科技,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.24,16.22,18.39,2,是
002545,东方铁塔,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-24,100,1.5,18.56,18.37,7,是
301080,百普赛斯,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.53,48,18.37,2,是
688329,艾隆科技,科创,周线,启明星,Morning Star,看涨,2026-08-07,100,0.89,19.78,18.37,0,是
600660,福耀玻璃,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.31,59.7,18.36,1,是
688325,赛微微电,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.59,130.41,18.35,2,是
601211,国泰海通,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.97,18.2,18.34,0,否
688136,科兴制药,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.55,20.92,18.33,0,是
601016,节能风电,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-05-29,100,4.46,5.04,18.31,9,是
603386,骏亚科技,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.6,13.31,18.31,7,否
300112,万讯自控,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.69,7.18,18.29,0,是
002350,北京科锐,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,97.2,0.74,16.5,18.28,9,否
688234,天岳先进,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,88.1,0.86,102.49,18.28,2,否
002891,中宠股份,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.34,33.28,18.22,2,是
002946,新乳业,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.13,18.24,18.21,0,是
301225,恒勃股份,创业,周线,启明星,Morning Star,看涨,2026-08-07,100,1.29,56.74,18.21,2,是
301568,思泰克,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,98.4,0.94,69.1,18.16,0,是
688416,恒烁股份,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,90,1.19,74.04,18.14,1,否
301498,乖宝宠物,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.07,44.46,18.12,0,是
603538,美诺华,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.17,29.2,18.12,15,是
300323,华灿光电,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,94.5,0.6,12.27,18.09,1,否
600522,中天科技,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.12,33.67,18.06,5,是
002951,金时科技,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,90.2,0.88,13.21,18.05,23,否
688811,有研复材,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.48,23.49,18.04,2,否
601339,百隆东方,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.24,7.99,18.02,0,否
688168,安博通,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,94.1,1.82,37.06,17.99,0,否
300119,瑞普生物,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.66,17.02,17.95,0,是
301315,威士顿,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.36,43.77,17.95,2,是
301315,威士顿,创业,月线,启明星,Morning Star,看涨,2026-08-14,100,0.36,43.77,17.95,2,是
600028,中国石化,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.69,5.26,17.94,2,否
603097,江苏华辰,上证,周线,启明星,Morning Star,看涨,2026-07-31,100,2.12,18.1,17.92,6,否
002902,铭普光磁,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1,24.52,17.88,11,否
300229,拓尔思,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.18,14.04,17.88,1,否
002262,恩华药业,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.53,22.1,17.87,0,否
600712,南宁百货,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.37,5.21,17.87,4,否
601919,中远海控,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.11,15.63,17.87,0,否
002119,康强电子,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,89.5,1.05,24.04,17.84,11,否
002153,石基信息,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.81,8.52,17.84,7,是
002541,鸿路钢构,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.78,20.41,17.84,2,否
300259,新天科技,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,84.8,1.06,4.56,17.83,0,否
301099,雅创电子,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,80,0.85,50.54,17.81,2,否
603688,石英股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,84.6,0.67,49.45,17.79,8,否
301633,港迪技术,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.69,55.13,17.77,0,是
600520,三佳科技,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,88.7,0.82,24.73,17.76,6,否
000510,新金路,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-05-29,100,1.13,16.65,17.75,23,否
002989,中天精装,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,2,34,17.73,14,否
002520,日发精机,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,1.23,6.91,17.72,9,是
603387,基蛋生物,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.68,8.9,17.72,4,是
688505,复旦张江,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.77,8.57,17.72,0,是
601086,国芳集团,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.33,7.91,17.71,4,否
603170,宝立食品,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.24,13.3,17.7,0,是
603991,领先股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,92.6,0.86,131.39,17.68,8,否
688379,华光新材,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.74,51.42,17.67,0,是
601001,晋控煤业,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-04-30,100,0.86,19.33,17.65,3,是
300871,回盛生物,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.24,24.37,17.62,1,是
002654,万润科技,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.85,13.09,17.61,10,否
002251,步步高,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-05-29,100,0.91,4.88,17.59,8,是
300602,飞荣达,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,98.8,0.73,37.3,17.59,0,是
601009,南京银行,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.13,11.63,17.59,0,是
301297,富乐德,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.19,34.85,17.58,0,是
600661,昂立教育,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.47,8.83,17.58,1,是
300537,广信材料,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.78,20.23,17.55,0,否
300955,嘉亨家化,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-05-29,100,1.34,42.99,17.52,3,是
688117,圣诺生物,科创,周线,启明星,Morning Star,看涨,2026-08-07,100,1.4,26.76,17.52,0,是
300182,捷成股份,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,94.2,0.85,5.1,17.51,2,否
300576,容大感光,创业,月线,启明星,Morning Star,看涨,2026-05-29,100,2.34,43.53,17.49,0,是
600222,太龙药业,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.41,8.14,17.46,3,是
002839,张家港行,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,99.5,0.99,4.58,17.44,0,否
301270,汉仪股份,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,1.72,30.71,17.44,1,否
603052,可川科技,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,85.4,0.57,54.6,17.44,22,否
688702,盛科通信,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.28,402,17.44,2,是
300816,艾可蓝,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.88,52.26,17.41,1,否
688286,敏芯股份,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.31,45.26,17.41,2,否
688767,博拓生物,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.36,38.17,17.41,2,是
300468,四方精创,创业,周线,启明星,Morning Star,看涨,2026-07-31,100,1.2,22.27,17.4,0,是
688701,卓锦股份,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.51,8.1,17.39,0,是
003004,声迅股份,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.73,65.5,17.38,6,否
605060,联德股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.71,42.25,17.36,14,否
600199,金种子酒,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,3.43,7.85,17.34,4,是
600895,张江高科,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.66,32.15,17.34,5,是
601019,山东出版,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,98.5,1.04,7.51,17.34,1,否
002815,崇达技术,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.7,13.08,17.31,6,是
300487,蓝晓科技,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.11,68.71,17.31,1,是
000568,泸州老窖,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.66,90.93,17.3,1,是
300986,志特新材,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.31,11.39,17.3,8,是
300986,志特新材,创业,周线,启明星,Morning Star,看涨,2026-07-31,100,1.31,11.39,17.3,8,是
002141,贤丰控股,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-17,100,3.13,6.04,17.28,18,是
301015,百洋医药,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.63,22.35,17.26,0,是
300626,华瑞股份,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.58,31.6,17.25,5,是
301129,瑞纳智能,创业,日线,看涨吞没,Bullish Engulfing,看涨,2026-08-12,100,5.13,24.88,17.25,1,是
002400,省广集团,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.3,6.8,17.24,7,否
002400,省广集团,深证,周线,启明星,Morning Star,看涨,2026-07-31,100,1.3,6.8,17.24,7,否
300013,新宁物流,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,93.3,0.45,4.08,17.24,1,否
301290,东星医疗,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.4,29.55,17.22,0,否
688571,杭华股份,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-04-30,100,1.6,9.12,17.22,1,是
002712,思美传媒,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.54,4.7,17.21,1,否
688118,普元信息,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,95.8,0.93,20.23,17.21,2,否
688118,普元信息,科创,周线,启明星,Morning Star,看涨,2026-07-31,100,0.93,20.23,17.21,2,否
688169,石头科技,科创,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.05,111.31,17.21,0,否
300298,三诺生物,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.31,16.35,17.2,0,是
603193,润本股份,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.8,21.96,17.18,2,否
300622,博士眼镜,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.36,15.99,17.14,0,否
002825,纳尔股份,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.27,9.3,17.13,5,是
605111,新洁能,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,81.9,0.88,57.03,17.1,6,否
688368,晶丰明源,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,88.2,1.4,125.87,17.1,1,否
688818,电科蓝天,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.55,50.55,17.1,1,否
000913,钱江摩托,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.83,12,17.07,1,是
002012,凯恩股份,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.46,6.45,17.06,5,是
301687,新广益,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,1.22,51.56,17.05,1,否
603358,华达科技,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.86,43.93,17.02,6,是
688106,金宏气体,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,96.4,0.6,30.39,17.02,1,是
603716,塞力医疗,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.8,15.89,17.01,12,否
002889,东方嘉盛,深证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.07,12.12,16.99,1,是
002568,百润股份,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.46,20.6,16.98,5,否
300398,飞凯材料,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.8,36.81,16.97,0,否
300760,迈瑞医疗,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.96,158.88,16.97,0,是
600597,光明乳业,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,95.3,1.03,7.1,16.97,0,否
301630,同宇新材,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,88.2,0.95,175.33,16.96,3,否
002213,大为股份,深证,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.73,30.17,16.94,17,否
300643,万通智控,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-24,100,2.53,19.9,16.92,1,是
603116,红蜻蜓,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.35,6.22,16.92,2,是
600162,香江控股,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.36,3.18,16.91,23,否
300293,蓝英装备,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-06-30,100,0.68,20.35,16.89,0,是
603883,老百姓,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.68,12.81,16.88,1,是
301237,和顺科技,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.8,54.23,16.87,2,是
300591,万里马,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,2.11,7.07,16.86,1,否
603879,永悦科技,上证,周线,启明星,Morning Star,看涨,2026-07-31,100,2.32,4.99,16.86,4,是
603598,引力传媒,上证,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,0.72,17.07,16.76,14,否
603598,引力传媒,上证,周线,启明星,Morning Star,看涨,2026-07-31,100,0.72,17.07,16.76,14,否
300049,福瑞医科,创业,月线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.4,45.38,16.72,3,是
300972,万辰集团,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.53,218.5,16.72,1,是
301275,汉朔科技,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-07-31,100,1.07,46.45,16.71,1,否
603669,灵康药业,上证,月线,看涨吞没,Bullish Engulfing,看涨,2026-08-14,100,0.56,6.29,16.7,4,否
300661,圣邦股份,创业,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.64,111.68,16.66,1,否
688069,德林海,科创,周线,看涨吞没,Bullish Engulfing,看涨,2026-08-07,100,0.71,38.67,16.65,2,否
